ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17688|Art & Illustrations|||Still Image|Plate 60.8.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1218 x 1953 px|"2.03"" x 3.26"""|5.16cm x 8.27cm|sRGB|Beach of river below Choongtam. May 18th.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17688|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of beach of river [illegible] below Choongtam [Singtam].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:41:35||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Singtam, Sikkim|18|5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/13/_17688.tif
17691|Art & Illustrations|||Still Image|Plate 61.1.tif|image/tiff|114 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3924 x 10187 px|"6.54"" x 16.98"""|16.61cm x 43.12cm|sRGB|Looking across Teesta from Singtam. May 1849.|Pencil and wash sketch by Jospeh Dalton Hooker.|Illustration or Artefact||||||||17691|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and wash sketch of the view across the Teesta from Singtam.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:50:36||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Singtam, Sikkim||5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/13/_17691.tif
17692|Art & Illustrations|||Still Image|Plate 62.1.tif|image/tiff|56 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3976 x 4968 px|"6.63"" x 8.28"""|16.83cm x 21.03cm|sRGB|Black rock, looking up valley of Lachen Lachoong from Singtam. May 1849.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17692|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Black rock, looking up valley of Lachen Lachoong from Singtam. May 1849.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:52:49||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Singtam, Sikkim||5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/14/_17692.tif
17693|Art & Illustrations|||Still Image|Plate 62.2.tif|image/tiff|56 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3960 x 4984 px|"6.6"" x 8.31"""|16.76cm x 21.1cm|sRGB|Kimchinjunga from Singtam looking W.N.W. - Sikkim, May 1849.|Pen and wash sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17693|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and wash sketch of Kimchinjunga [Kangchenjunga] from Singtam, Sikkim.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:53:48||Portrait|Released, Approved|||Watercolour|||undef|Yes||||India|Kangchenjunga, Sikkim||5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/14/_17693.tif
17696|Art & Illustrations|||Still Image|Plate 63.3.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1244 x 2017 px|"2.07"" x 3.36"""|5.27cm x 8.54cm|sRGB|From Kompe Samdong.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17696|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of view from Kompe [?] Samdong.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:55:06||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Samdong, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/14/_17696.tif
17701|Art & Illustrations|||Still Image|Plate 63.4.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1232 x 2029 px|"2.05"" x 3.38"""|5.22cm x 8.59cm|sRGB|Lachong valley from Chongtam.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17701|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Lachong [Lachung] valley from Chongtam [Singtam].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:55:06||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Singtam, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/15/_17701.tif
17702|Art & Illustrations|||Still Image|Plate 63.5.tif|image/tiff|5 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1540 x 1244 px|"2.57"" x 2.07"""|6.52cm x 5.27cm|sRGB|Singtam view. May 17/1849.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17702|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Singtam view.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:55:06||Portrait|Released, Approved|||Pen & Ink|||undef|Yes||||India|Singtam, Sikkim|17|5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/15/_17702.tif
17704|Art & Illustrations|||Still Image|Plate 63.7.tif|image/tiff|34 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4180 x 2873 px|"6.97"" x 4.79"""|17.7cm x 12.16cm|sRGB|Black Juniper. 12,000ft.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Black Juniper|CUPRESSACEAE|Juniperus|indica|Bertol.|17704|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a Black Juniper at 12,000ft elevation.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:56:38||Portrait|Released, Approved|||Drawing|||undef|Yes|||Plant|India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/15/_17704.tif
17705|Art & Illustrations|||Still Image|Plate 63.8.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3112 x 2049 px|"5.19"" x 3.41"""|13.17cm x 8.67cm|sRGB|Great Black Juniper, about 80 ft. 12-14,000ft. |Watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Black Juniper|CUPRESSACEAE|Juniperus|indica|Bertol.|17705|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Great Black Juniper at 12-14,000ft elevation.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:56:38||Portrait|Released, Approved|||Watercolour|||undef|Yes|||Plant|India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/16/15/_17705.tif
17706|Art & Illustrations|||Still Image|Plate 64.1.tif|image/tiff|118 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5144 x 8056 px|"8.57"" x 13.43"""|21.78cm x 34.1cm|sRGB|Lamting village (Bhothea), Lachen River 9,000ft. |Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17706|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Lamting village and the Lachen River. Showing Spring and Autumn habitations, shingle roofed woodn houses. In Midsummer inhabitants go to Tungen, in Midwinter to Sating and Denga.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:58:26||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Lamting, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/13/_17706.tif
17708|Art & Illustrations|||Still Image|Plate 65.1.tif|image/tiff|4 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1335 x 1189 px|"2.22"" x 1.98"""|5.65cm x 5.03cm|sRGB|Glacier at head of Thlonok Valley. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17708|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of glacier at head of Thlonok Valley [Lhonak].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:59:37||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Lhonak, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17708.tif
17710|Art & Illustrations|||Still Image|Plate 65.3.tif|image/tiff|4 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1188 x 1183 px|"1.98"" x 1.97"""|5.03cm x 5.01cm|sRGB|Peak up valley, Thlonok Valley. From Tullum Sandong.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17710|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of peak up Thlonok Valley [Lhonak], from Tullum Sandong [Tallum Samdong].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 10:59:37||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Lhonak, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17710.tif
17711|Art & Illustrations|||Still Image|Plate 65.4.tif|image/tiff|47 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4620 x 3616 px|"7.7"" x 6.03"""|19.56cm x 15.31cm|sRGB|From above Lamting village, looking up Lachen valley. June 1849.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17711|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from above Lamting village, looking up Lachen valley.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:00:14||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Lachen, Sikkim||6|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17711.tif
17712|Art & Illustrations|||Still Image|Plate 65.5.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2008 x 3013 px|"3.35"" x 5.02"""|8.5cm x 12.76cm|sRGB|Yak.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17712|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of a yak.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:00:54||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17712.tif
17713|Art & Illustrations|||Still Image|Plate 65.6.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1752 x 2524 px|"2.92"" x 4.21"""|7.42cm x 10.68cm|sRGB|Yak.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17713|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of a yak wearing a saddle.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:00:54||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17713.tif
17714|Art & Illustrations|||Still Image|Plate 66.1.tif|image/tiff|52 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4972 x 3660 px|"8.29"" x 6.1"""|21.05cm x 15.49cm|sRGB|Kinchin up Thlonok. June 1849.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17714|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kinchin up Thlonok [Lhonak].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:01:42||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Lhonak, Sikkim||6|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17714.tif
17716|Art & Illustrations|||Still Image|Plate 66.3.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1944 x 1272 px|"3.24"" x 2.12"""|8.23cm x 5.38cm|sRGB|View of Thlonok Valley.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17716|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view of Thlonok Valley [Lhonak].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:02:15||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Khlonak, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17716.tif
17717|Art & Illustrations|||Still Image|Plate 66.4.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3164 x 2017 px|"5.27"" x 3.36"""|13.39cm x 8.54cm|sRGB|Thlonok River issuing from a bed of snow under Kinchinjunga.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17717|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Thlonok River [Lhonak River] issuing from a bed of snow under Kinchinjunga [Kangchenjunga].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:02:15||Portrait|Released, Approved|||Watercolour|||undef|Yes||||India|Khlonak, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17717.tif
17718|Art & Illustrations|||Still Image|Plate 67.1.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1144 x 1956 px|"1.91"" x 3.26"""|4.84cm x 8.28cm|sRGB|View from Tallum.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17718|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Tallum.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:03:20||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17718.tif
17719|Art & Illustrations|||Still Image|Plate 67.2.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1148 x 1969 px|"1.91"" x 3.28"""|4.86cm x 8.34cm|sRGB|View from Tallum. July 21.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17719|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Tallum.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:03:20||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|21|7|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17719.tif
17720|Art & Illustrations|||Still Image|Plate 67.3.tif|image/tiff|53 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3804 x 4960 px|"6.34"" x 8.27"""|16.1cm x 21cm|sRGB|Chomum from Tallum Samdong.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17720|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Chomum [?] from Tallum Samdong.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:03:20||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17720.tif
17721|Art & Illustrations|||Still Image|Plate 67.4.tif|image/tiff|55 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3876 x 4960 px|"6.46"" x 8.27"""|16.41cm x 21cm|sRGB|Kinchinjhow. July 31, 1849.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17721|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Kinchinjhow [Kangchengyao].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:04:02||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Kangchengyao, Sikkim|31|7|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/15/_17721.tif
17722|Art & Illustrations|||Still Image|Plate 68.1.tif|image/tiff|57 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3888 x 5132 px|"6.48"" x 8.55"""|16.46cm x 21.73cm|sRGB|Tungoo, looking North West. July 28, 1849.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17722|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Tungoo [Thangu] looking North West.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:04:55||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Thangu, Sikkim|28|7|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17722.tif
17724|Art & Illustrations|||Still Image|Plate 68.3.tif|image/tiff|3 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|972 x 1192 px|"1.62"" x 1.99"""|4.11cm x 5.05cm|sRGB|Palung village woman.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17724|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Palung village woman.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:12:56||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17724.tif
17725|Art & Illustrations|||Still Image|Plate 68.4.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1188 x 1977 px|"1.98"" x 3.3"""|5.03cm x 8.37cm|sRGB|Yak.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17725|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a yak.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:12:56||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17725.tif
17726|Art & Illustrations|||Still Image|Plate 68.5.tif|image/tiff|39 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2980 x 4580 px|"4.97"" x 7.63"""|12.62cm x 19.39cm|sRGB|Tungu. 13,500ft.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17726|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Tungu [Thangu].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:14:06||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Thangu, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17726.tif
17727|Art & Illustrations|||Still Image|Plate 69.1.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1188 x 4460 px|"1.98"" x 7.43"""|5.03cm x 18.88cm|sRGB|Terrace on the flank of Tunjachoo.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17727|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of a terrace on the flank of Tunjachoo [?].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:14:46||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17727.tif
17730|Art & Illustrations|||Still Image|Plate 69.4.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2048 x 3128 px|"3.41"" x 5.21"""|8.67cm x 13.24cm|sRGB|Village of Lachoong, 9000ft.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17730|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of village of Lachoong [Lachung], 9000ft. (Looking fown valley (South). Terraces on flanks 600ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:15:13||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17730.tif
17731|Art & Illustrations|||Still Image|Plate 69.5.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2016 x 3064 px|"3.36"" x 5.11"""|8.53cm x 12.97cm|sRGB|Tunkra, Lachoong.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17731|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Tunkra, Lachoong [Lachung].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:15:13||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17731.tif
17732|Art & Illustrations|||Still Image|Plate 69.6.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1684 x 2537 px|"2.81"" x 4.23"""|7.13cm x 10.74cm|sRGB|Village of Lachoong, 9000ft.|Pen and wash sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17732|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and wash sketch of village of Lachoong [Lachung], 9000ft. (Looking fown valley (South). Terraces on flanks 600ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:16:01||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17732.tif
17733|Art & Illustrations|||Still Image|Plate 69.7.tif|image/tiff|12 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1656 x 2562 px|"2.76"" x 4.27"""|7.01cm x 10.85cm|sRGB|Moraines, Lachoong, 10,000ft.|Pen and wash sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17733|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and wash sketch of Moraines, Lachoong [Lachung], 10,000ft.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:16:01||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17733.tif
17734|Art & Illustrations|||Still Image|Plate 69.8.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1260 x 4194 px|"2.1"" x 6.99"""|5.33cm x 17.75cm|sRGB|Moraines, Lachoong.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17734|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Moraines, Lachoong [Lachung].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:16:01||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/17/16/_17734.tif
17739|Art & Illustrations|||Still Image|Plate 70.5.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3112 x 1940 px|"5.19"" x 3.23"""|13.17cm x 8.21cm|sRGB|Larix griffithii, Lachoong.|Watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Himalayan Larch|PINACEAE|Larix|griffithii|Hook.f.|17739|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of Larix griffithii in Lachoong [Lachung].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:18:29||Portrait|Released, Approved|||Watercolour|||undef|Yes|||Plant|India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/18/09/_17739.tif
17740|Art & Illustrations|||Still Image|Plate 71.1.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1984 x 3092 px|"3.31"" x 5.15"""|8.4cm x 13.09cm|sRGB|Praying cylinders, turned by water courses underneath. Lachoong.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17740|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of water-powered prayer cylinders [prayer wheels].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:35:38||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Lachung, Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/18/09/_17740.tif
17741|Art & Illustrations|||Still Image|Plate 71.2.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1992 x 2965 px|"3.32"" x 4.94"""|8.43cm x 12.55cm|sRGB|View from Lacheepia.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17741|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of the view from Lacheepia.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:35:38||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/18/09/_17741.tif
17742|Art & Illustrations|||Still Image|Plate 71.3.tif|image/tiff|35 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2004 x 6268 px|"3.34"" x 10.45"""|8.48cm x 26.53cm|sRGB|View from Lacheepia.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17742|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of view from Lacheepia.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-12 11:35:38||Landscape|Released, Approved|||Watercolour|||undef|Yes||||India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/18/09/_17742.tif
